text,language
Most shark attacks occur about 10 feet from the beach since that's where the people are, English
Ze adviseerde hem om onmiddellijk terug te komen,Nederlands
Terwijl de huurauto tot stilstand kwam op de donkere weg nam haar angst toe met het moment,Nederlands
Ik wilde je gewoon vertellen dat ik de liefde die je voor je kind hebt kon zien aan de manier waarop je naar haar kijkt,Nederlands
She had convinced her kids that any mushroom found on the ground would kill them if they touched it, English
Het geheime ingrediënt voor zijn geweldige leven was misdaad,Nederlands
He wasn't bitter that she had moved on but from the radish, English
Grape jelly was leaking out the hole in the roof, English
Sy het sy algehele eentonigheid interessant gevind,Afrikaans
Die onlangs aangeplante bome was met houtrame vasgehou in die hoop dat hulle die volgende storm sou oorleef,Afrikaans
De lichaamspiercing verliep niet precies zoals hij had verwacht,Nederlands
Hij had per ongeluk het server van zijn bedrijf gehackt,Nederlands
In het moment dat ze landde begreep ze waarom dit een doorvliegstaat was,Nederlands
Verlede Vrydag het ek 'n gemerkte gestreepte blou wurm gesien wat hande met 'n potlood-lizard geskud het,Afrikaans
Piss niet in mijn tuin en vertel me niet dat je probeert mijn planten te laten groeien,Nederlands
De roestige spijker stond rechtop gekanteld onder een hoek van 45 graden wachtend op de perfecte blote voet om langs te komen,Nederlands
As hy geweet het wat gaan gebeur het hy nooit in die stort gestap nie,Afrikaans
De norse oude man zat achterin de aaswinkel te mopperen terwijl hij een handvol wormen schepte,Nederlands
Dan ate the clouds like cotton candy, English
Hij is geen James Bond; zijn naam is Roger Moore,Nederlands
Ze was te kort om over het hek te kijken,Nederlands
Tom het 'n klein stukkie tert gekry,Afrikaans
Soms hoef je alleen maar helemaal een idioot van jezelf te maken en het van je af te lachen om te beseffen dat het leven toch niet zo slecht is,Nederlands
Iguanas were falling out of the trees, English
The complicated school homework left the parents trying to help their kids quite confused, English
We moeten een kamer huren voor ons feest,Nederlands
Asseblief sê vir my jy werk nie in 'n lykhuise nie,Afrikaans
Ek wil regtig werk gaan maar ek is te siek om te ry,Afrikaans
Ek was baie trots op my bynaam deur middel van hoërskool maar vandag kan ek nie meer anders as wat my bynaam was nie,Afrikaans
Die golwe het op die oewer geklap dit was 'n pragtige gesig,Afrikaans
Één kleine actie zou haar leven veranderen maar of het beter of slechter zou worden moest nog worden bepaald,Nederlands
It was always dangerous to drive with him since he insisted the safety cones were a slalom course, English
Hulle het vroeg daar gekom en hulle het regtig goeie sitplekke gekry,Afrikaans
Het komt niet vaak voor dat je een doorweekte banaan op straat vindt,Nederlands
Alhoewel hy gedink het die wêreld was plat het hy nie die ironie gesien om reg rondom die wêreld te reis nie,Afrikaans
Die liggaamspiering het nie presies gegaan soos wat hy verwag het nie,Afrikaans
He wondered if it could be called a beach if there was no sand, English
It's difficult to understand the lengths he'd go to remain short, English
De snelle bruine vos springt over de luie hond,Nederlands
Katte is goeie troeteldiere want hulle is skoon en is nie luidrugtig nie,Afrikaans
Joyce enjoyed eating pancakes with ketchup, English
Het was het beste zandkasteel dat hij ooit had gezien,Nederlands
The hand sanitizer was actually clear glue, English
There was no telling what thoughts would come from the machine, English
Rooi is beslis groener as pers,Afrikaans
The wake behind the boat told of the past while the open sea foretold life in the unknown future, English
Various sea birds are elegant but nothing is as elegant as a gliding pelican, English
Flying fish flew by the space station, English
Die meer is 'n lang pad van hier,Afrikaans
Toe ek klein was het ek 'n motor deur op my hand geslaan en ek onthou dit steeds baie lewendig,Afrikaans
Ik houd ervan om na mijn acht-uur durende theepauze van mijn werk te vertrekken,Nederlands
Dit is de laatste willekeurige zin die ik zal schrijven en ik ga halverwege stoppen,Nederlands
When nobody is around the trees gossip about the people who have walked under them, English
Hy het die belangrike les geleer dat 'n piekniek op die strand op 'n winderige dag 'n slegte idee is,Afrikaans
You bite up because of your lower jaw, English
Fluffy roze eenhoorns zijn een populair statussymbool onder macho mannen,Nederlands
Toen ik klein was heeft een autodeur op mijn hand geklapt en ik herinner me het nog behoorlijk levendig,Nederlands
Natuurlik hou sy van haar pienk haas-skoene,Afrikaans
Jy kan appels en lemoene nie vergelyk nie maar wat van piesangs en plantains,Afrikaans
He created a pig burger out of beef, English
The crowd yells and screams for more memes, English
Hij besloot dat waterskiën op een bevroren meer geen goed idee was,Nederlands
De olifant wilde niet praten over de persoon in de kamer,Nederlands
Sy werk twee werke om die eindes te ontmoet ten minste was dit haar rede vir nie tyd om by ons aan te sluit nie,Afrikaans
There are no heroes in a punk rock band, English
Lightning Paradise was the local hangout joint where the group usually ended up spending the night, English
Jy het die hele dag na my gekyk en gewag vir jou beweging soos 'n leeu wat 'n gazelle in die savanne stalk,Afrikaans
She cried diamonds, English
Hij was bereid de diepten van het konijnenhol te verkennen om bij haar te zijn,Nederlands
Alles wat ze wilde was het antwoord maar ze had geen idee hoeveel ze het zou haten,Nederlands
Hy was seker die Duiwel het rooi blink glitter geskep,Afrikaans
De lucht is helder de sterren fonkelen,Nederlands
Het werd aanbevolen om eieren op donderdag te eten voor koorrepetitie,Nederlands
He was sitting in a trash can with high street class, English
Ze kwamen er vroeg aan en kregen echt goede zitplaatsen,Nederlands
Roze paarden galoppeerden over de zee,Nederlands
Ook al dacht hij dat de wereld plat was zag hij de ironie niet in van de wens om rond de wereld te reizen,Nederlands
Nu moet ik mijn bestaan overdenken en mezelf afvragen of ik echt besta,Nederlands
After fighting off the alligator Brian still had to face the anaconda, English
Sy het nie haar koppie koffie gehad nie en dit het alles net erger gemaak,Afrikaans
Slaan my met jou troeteldier haai,Afrikaans
Hy het gehaat dat hy lief gehad het wat sy gehaat het oor haat,Afrikaans
Wacht alsjeblieft buiten het huis,Nederlands
All they could see was the blue water surrounding their sailboat, English
I ate a sock because people on the Internet told me to, English
Hy het agter die deur gekyk en het nie van wat hy gesien het gehou nie,Afrikaans
Ze voelde die rilling die de haren op je nek doet rechtstaan toen hij de kamer binnenkwam,Nederlands
Moet nie in my tuin piss en vir my sê jy probeer om my plante te laat groei nie,Afrikaans
He kept telling himself that one day it would all somehow make sense, English
Zestig-Vier komt om brood vragen,Nederlands
Kat is een goed huisdier omdat ze schoon zijn en niet luidruchtig,Nederlands
Sla me met je huisdierhaai,Nederlands
Er zit kunst in het krijgen van je zin en het spugen van olijvenpitten over de tafel is dat niet,Nederlands
In that instant everything changed, English
The Tsunami wave crashed against the raised houses and broke the pilings as if they were toothpicks, English
To the surprise of everyone the Rapture happened yesterday but it didn't quite go as expected, English
Pat bestelde een ghost pepper-taart,Nederlands
Hij vroeg zich af waarom hij op 18-jarige leeftijd oud genoeg was om naar de oorlog te gaan maar niet oud genoeg om sigaretten te kopen,Nederlands
Winkels zijn geweldige plekken om te shoppen ik kan alles vinden wat ik nodig heb onder één dak,Nederlands
25 jaar later het sy steeds daardie spesifieke oomblik betreur,Afrikaans
Her life in the confines of the house became her new normal, English
Natuurlijk houdt ze van haar roze bunny slippers,Nederlands
The father died during childbirth, English
Iguanas het uit die bome geval,Afrikaans
So lank en dankie vir die vis,Afrikaans
Terwijl je alle mogelijke manieren overweegt om jezelf en de wereld te verbeteren merk je op dat John Travolta behoorlijk ongelukkig lijkt,Nederlands
Had hij geweten wat er zou gebeuren zou hij nooit de douche zijn ingestapt,Nederlands
She saw no irony asking me to change but wanting me to accept her for who she is, English
Dan took the deep dive down the rabbit hole, English
She was amazed by the large chunks of ice washing up on the beach, English
Smokey de Beer startte stiekem de branden,Nederlands
The blue parrot drove by the hitchhiking mongoose, English
Verskeie see voëls is elegant maar niks is so elegant soos 'n glidende pelikaan nie,Afrikaans
Dinsdagen zijn gratis als je een kabouterkostuum meebrengt,Nederlands
Dit gebeur nie dikwels dat jy 'n pap piesang op die straat vind nie,Afrikaans
Die waarheid is dat jy vir jou lewenstyl in ure betaal,Afrikaans
At that moment she realized she had a sixth sense, English
Hy het gesweer hy het net sy sushi sien bewe,Afrikaans
Hij vroeg zich af of het een strand genoemd kon worden als er geen zand was,Nederlands
Stap niet op het gebroken glas,Nederlands
Ja ek dink dit is 'n goeie omgewing om Engels te leer,Afrikaans
We should play with Legos at camp, English
Ses-en-sestig kom vra vir brood,Afrikaans
He liked to play with words in the bathtub, English
Flesh-colored yoga pants were far worse than even he feared, English
Hij zou alleen overleven als hij het vuur brandende hield en hij kon in de verte donder horen,Nederlands
Ek hou daarvan om na werk te gaan na my agt-uur tee-onderbreking,Afrikaans
De messen waren uit en zij was bezig haarne op te scherpen,Nederlands
The secret ingredient to his wonderful life was crime, English
Hy het die punt bereik waar hy paranoïes was oor om paranoïes te wees,Afrikaans
Twee dagen en al zijn problemen zouden opgelost zijn,Nederlands
Hij vertelde ons een heel spannend avontuurverhaal,Nederlands
Ek is 'n lewende verwarming,Afrikaans
She moved forward only because she trusted that the ending she now was going through must be followed by a new beginning, English
Wysheid word maklik verkry wanneer jy onder die bed verborge met 'n kastrol op jou kop,Afrikaans
Niks het uit plek gelyk behalwe die wasmasjien in die kroeg,Afrikaans
She had a habit of taking showers in lemonade, English
Er had een tijd en een plaats moeten zijn maar dit was het niet,Nederlands
I met an interesting turtle while the song on the radio blasted away, English
Hij was er zeker van dat de Duivel rode glinsterende glitter had gemaakt,Nederlands
Er kunnen nooit te veel kersen op een ijssundae zijn,Nederlands
Hy het die moeilikste les van sy lewe geleer en het die littekens beide fisies en geestelik om dit te bewys,Afrikaans
Het publiek schreeuwt en roept om meer memes,Nederlands
Hy was so besig om te oorweeg of hy kon dat hy nie gestop het om te oorweeg of hy moes nie,Afrikaans
8% van 25 is dieselfde as 25% van 8 en een van hulle is baie makliker om in jou kop te doen,Afrikaans
Toen hij uit het raam keek zag hij een clown voorbij lopen,Nederlands
Sy het diamante gehuil,Afrikaans
In the end he realized he could see sound and hear words, English
Daar was kool in sy kouse en hy was opgewonde,Afrikaans
The irony of the situation wasn't lost on anyone in the room, English
Ons was nog nooit in Asië nie en het ook nie Afrika besoek nie,Afrikaans
He was surprised that his immense laziness was inspirational to others, English
Terwyl hy gewag het vir die stort om op te warm het hy opgemerk dat hy die water se temperatuur kon hoor verander,Afrikaans
He would only survive if he kept the fire going and he could hear thunder in the distance, English
Hy het gedink dat 'n paar dynamietstokkies makliker was as 'n visvangstok om vis te vang,Afrikaans
When I cook spaghetti I like to boil it a few minutes past al dente so the noodles are super slippery, English
Hy het versigtig op die brug gestap wetende dat betowering aan die ander kant gewag het,Afrikaans
We hebben veel regen in juni,Nederlands
De klok op deze blog en de klok op mijn laptop verschillen 1 uur van elkaar,Nederlands
In die einde het hy besef hy kon klank sien en woorde hoor,Afrikaans
Hij ging voor een korte wandeling maar nu kon hij alleen maar mangroven en water zien voor mijlen,Nederlands
Het moet ergens vijf uur zijn,Nederlands
Die ironie van die situasie was nie verlore op iemand in die kamer nie,Afrikaans
8% of 25 is the same as 25% of 8 and one of them is much easier to do in your head, English
Een liedje kan iemands dag maken of verpesten als ze het laten binnenkomen,Nederlands
Iedere persoon die je kent heeft een andere perceptie van wie je bent,Nederlands
He put heat on the wound to see what would grow, English
Getting up at dawn is for the birds, English
Dit maakte hem het gevoel te geven van een oude rootbeer float,Nederlands
Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball, English
Ze wilde een huisdier platypus maar kreeg in plaats daarvan een eend en een fret,Nederlands
It was a really good Monday for being a Saturday, English
Aardappelpartjes zijn waarschijnlijk niet het beste voor relaties,Nederlands
Hy is goed in die eet van suurlemoensap en om vroue van sy emosionele probleme te vertel,Afrikaans
Dit het hom laat voel soos wat 'n ou styl rootbier float ruik,Afrikaans
Ek is 'n goeie luisteraar regtig goed met empatie teenoor simpatie en alles maar ek haat mense,Afrikaans
If any cop asks you where you were just say you were visiting Kansas, English
Sy het uiteindelik verstaan dat rou haar liefde was met geen plek om te gaan nie,Afrikaans
He knew it was going to be a bad day when he saw mountain lions roaming the streets, English
A quiet house is nice until you are ordered to stay in it for months, English
There have been days when I wished to be separated from my body but today wasn’t one of those days, English
Seek success but always be prepared for random cats, English
The near-death experience brought new ideas to light, English
Tuesdays are free if you bring a gnome costume, English
The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc, English
I just wanted to tell you I could see the love you have for your child by the way you look at her, English
Hulle gooi kool wat jou brein in emosionele bagasie verander,Afrikaans
The lyrics of the song sounded like fingernails on a chalkboard, English
The elephant didn't want to talk about the person in the room, English
Daar was geen roomys in die vrieskas nie en hulle het ook nie geld gehad om na die winkel te gaan nie,Afrikaans
He wore the surgical mask in public not to keep from catching a virus but to keep people away from him, English
Het was altijd gevaarlijk om met hem te rijden aangezien hij volhield dat de veiligheidsconen een slalomcircuit waren,Nederlands
I’m working on a sweet potato farm, English
Ze had geweldig nieuws om te delen maar niemand om het mee te delen,Nederlands
Ek sien dikwels die tyd 11:11 of 12:34 op horlosies,Afrikaans
Haar hare was deur die wind gewaai terwyl sy in die swart oop motor ry,Afrikaans
Er was geen ijs in de vriezer en ze hadden ook geen geld om naar de winkel te gaan,Nederlands
Daar kan nooit te veel kersies op 'n roomys-sondag wees nie,Afrikaans
Ek wil 'n onesie koop maar weet dit sal nie vir my pas nie,Afrikaans
The thick foliage and intertwined vines made the hike nearly impossible, English
Sy sewe-laag koek het net ses lae gehad,Afrikaans
Moet nie op die gebroke glas trap nie,Afrikaans
The swirled lollipop had issues with the pop rock candy, English
Hy het nie verstaan waarom die voël die fiets wou ry nie,Afrikaans
As time wore on simple dog commands turned into full paragraphs explaining why the dog couldn’t do something, English
Hij zwoer dat hij net zijn sushi zag bewegen,Nederlands
The pigs were insulted that they were named hamburgers, English
Hy het nie die waarskuwing gevolg nie en dit het verrassend goed uitgewerk,Afrikaans
Sy het geen ironie gesien om my te vra om te verander maar vir my te vra om haar te aanvaar vir wie sy is nie,Afrikaans
Erin accidentally created a new universe, English
He loved eating his bananas in hot dog buns, English
He had unknowingly taken up sleepwalking as a nighttime hobby, English
Garlic ice-cream was her favorite, English
Ik controleerde om te zorgen dat hij nog leefde,Nederlands
Niemand vra wie die piramides in Mexiko gebou het nie,Afrikaans
It caught him off guard that space smelled of seared steak, English
Dit is die laaste ewekansige sin wat ek sal skryf en ek gaan stop mid-sin,Afrikaans
Haar daaglikse doel was om op gister te verbeter,Afrikaans
Shakespeare was a famous 17th-century diesel mechanic, English
The bullet pierced the window shattering it before missing Danny's head by mere millimeters, English
Drie generaties met zes decennia levenservaring,Nederlands
Ik hoor dat Nancy erg mooi is,Nederlands
Ek het tans 4 vensters oop en ek weet nie hoekom nie,Afrikaans
Hij ging terug naar de video om te zien wat er was opgenomen en was geschokt door wat hij zag,Nederlands
The fish listened intently to what the frogs had to say, English
Haar dagelijkse doel was om beter te worden dan gisteren,Nederlands
I purchased a baby clown from the Russian terrorist black market, English
The tattered work gloves speak of the many hours of hard labor he endured throughout his life, English
Too many prisons have become early coffins, English
Hulle het in 'n vreemde Tiki kroeg aan die rand van die klein strand dorpie dwaal,Afrikaans
Ze werkt twee banen om rond te komen dat was tenminste haar reden om geen tijd te hebben om met ons mee te doen,Nederlands
Hy het die chirurgiese masker in die openbaar gedra nie om 'n virus te voorkom nie maar om mense weg te hou,Afrikaans
Hij begreep niet waarom de vogel de fiets wilde rijden,Nederlands
Een klein aksie sou haar lewe verander maar of dit vir beter of vir erger sou wees was nog nie bepaal nie,Afrikaans
He waited for the stop sign to turn to a go sign, English
De rivier stal de goden,Nederlands
The two walked down the slot canyon oblivious to the sound of thunder in the distance, English
Ek dink ek gaan die rooi motor koop of ek gaan die blou een lease,Afrikaans
Mothers spend months of their lives waiting on their children, English
Ik houd van het eten van geroosterde kaas- en tonijnsandwiches,Nederlands
Rockmuziek nadert met hoge snelheid,Nederlands
One small action would change her life but whether it would be for better or for worse was yet to be determined, English
Hy het besluit om sy lewe te lei volgens die groot ritme manifesto,Afrikaans
Iedereen zegt dat ze van de natuur houden totdat ze beseffen hoe gevaarlijk zij kan zijn,Nederlands
Die olifant het nie oor die persoon in die kamer wou praat nie,Afrikaans
Nothing seemed out of place except the washing machine in the bar, English
De waarheid is dat je voor je levensstijl betaalt in uren,Nederlands
Shakespeare was 'n beroemde 17de-eeuse dieselmeganikus,Afrikaans
Drie geslagte met ses dekades van lewenservaring,Afrikaans
Ze renden om de hoek en ontdekten dat ze terug in de tijd waren gereisd,Nederlands
Als mijn rekenmachine een geschiedenis had zou het beschamender zijn dan mijn browsergeschiedenis,Nederlands
Die doeltreffendheid wat ons het om vullis te verwyder het dit meer aanvaarbaar gemaak om vullis te skep,Afrikaans
Shingle color was not something the couple had ever talked about, English
Ik werk op een zoete aardappelboerderij,Nederlands
Mary speel die klavier,Afrikaans
Hy het begin vir 'n kort stap maar nou kon hy net mangroves en water vir myl sien,Afrikaans
Op 'n skaal van een tot tien wat is jou gunsteling smaak van ewekansige grammatika,Afrikaans
Almal was nuuskierig oor die groot wit blimp wat oornag verskyn het,Afrikaans
Sy het vir hom 'n lang brief geskryf maar hy het dit nie gelees nie,Afrikaans
Joyce genoot ervan om pannenkoeken met ketchup te eten,Nederlands
Almal sê hulle hou van die natuur totdat hulle besef hoe gevaarlik sy kan wees,Afrikaans
Hij leverde het onderzoeksrapport in op vrijdag anders zou hij de les niet gehaald hebben,Nederlands
Ik kocht een babyclown van de Russische terroristen zwarte markt,Nederlands
Kunst hoeft niet opzettelijk te zijn,Nederlands
Opstaan by dagbreek is vir die voëls,Afrikaans
She wanted a pet platypus but ended up getting a duck and a ferret instead, English
Hulle het om die hoek gehardloop en ontdek dat hulle terug in die tyd gereis het,Afrikaans
Hij blafte bevelen naar zijn dochters maar zij staarden hem alleen met amusement aan,Nederlands
He had decided to accept his fate of accepting his fate, English
Hulle sê dat honde die mens se beste vriend is maar hierdie kat was op pad om daardie teorie te saboteer,Afrikaans
Shakespeare was een beroemde dieselmonteur uit de 17e eeuw,Nederlands
Laten we allemaal uniek zijn totdat we beseffen dat we allemaal hetzelfde zijn,Nederlands
Hulle het haar naam tyd en tyd weer geroep maar is met niks behalwe stilte begroet,Afrikaans
The secret code they created made no sense even to them, English
I covered my friend in baby oil, English
Joe maakte de suikerkoekjes Susan decoreerde ze,Nederlands
The toy brought back fond memories of being lost in the rain forest, English
Mijn moeder probeert cool te zijn door te zeggen dat ze alle dingen leuk vindt die ik leuk vind,Nederlands
Wanneer het geld krap was haalde hij zijn lunchgeld uit de lokale wensput,Nederlands
Smokey die Beer het in geheim die vure begin,Afrikaans
He decided to fake his disappearance to avoid jail, English
Hy is nie James Bond nie; sy naam is Roger Moore,Afrikaans
Hy het die navorsingspapier Vrydag ingedien anders sou hy die klas nie geslaag het nie,Afrikaans
Never underestimate the willingness of the greedy to throw you under the bus, English
Ze droeg groene lippenstift als een mode-icoon,Nederlands
De schoonheid van de Afrikaanse zonsondergang verstopte het gevaar dat zich in de buurt verschool,Nederlands
The best key lime pie is still up for debate, English
Op dat moment luisterde hij niet naar muziek hij leefde een ervaring,Nederlands
We zijn nooit in Azië geweest en we hebben ook Afrika niet bezocht,Nederlands
It was at that moment that he learned there are certain parts of the body that you should never Nair, English
Daar moes 'n tyd en plek gewees het maar dit was nie,Afrikaans
As ek nie van iets hou nie sal ek daar wegbly,Afrikaans
Each person who knows you has a different perception of who you are, English
Ze huilde diamanten,Nederlands
The sign said there was road work ahead so he decided to speed up, English
In dat ene moment veranderde alles,Nederlands
The Great Dane looked more like a horse than a dog, English
Moet nooit die bereidwilligheid van die hebsugige om jou onder die bus te gooi onderskat nie,Afrikaans
He ended up burning his fingers poking someone else's fire, English
Laat ons almal saam uniek wees totdat ons besef dat ons almal dieselfde is,Afrikaans
Die rowwe ou man het in die agterkant van die aas-winkel gesit en gemor terwyl hy 'n handvol wurms uitgehaal het,Afrikaans
The light in his life was actually a fire burning all around him, English
Smoky the Bear secretly started the fires, English
Hy het uitgeblink in die mooi afvuur van mense,Afrikaans
